"fixture","class","subclass","idA","idB","idC","row","value","limit","relation","note"
"Track C","a","overlap","Y","__dup_Y_1",NA,1,0.11999999999999,50,"self-duplicate","individual-duplicate"
"Track C","b","outside-mate-span","__union_2","X","__dup_A_1",3,-1.5005,1.001,"genuine","anchor founder: TRUE"
"Track C","b","off-centre","__union_4","A","__dup_Y_1",1,-0.00049999999999996,1.001,"genuine","anchor founder: FALSE"
"Track C","d","overlap","__dup_Y_1","Y","__union_4",1,0.11999999999999,120,"self-duplicate",NA
"Real 375","a","overlap","G2DMVF","__union_59",NA,1,0,31,"unrelated","individual-union"
"Real 375","a","overlap","BH6ZQK","__dup_SLN0TF_1",NA,1,0.119999999999891,50,"unrelated","individual-duplicate"
"Real 375","a","overlap","8LKBV9","__dup_G8EBU9_1",NA,1,30,50,"mates","individual-duplicate"
"Real 375","a","overlap","__union_68","HKTQ40",NA,1,19.8200000000006,31,"unrelated","union-individual"
"Real 375","a","overlap","8P17E3","__union_63",NA,1,9.82000000000016,31,"unrelated","individual-union"
"Real 375","a","overlap","P4KR40","__union_65",NA,1,15,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_64","KK1QYR",NA,1,28.9399999999996,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_102","6XYG9B",NA,1,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_PQX22G_3","__union_75",NA,1,28.8800000000001,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__union_75","P2VQJR",NA,1,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_80","__dup_C6E1D9_1",NA,1,2.17999999999938,31,"unrelated","union-duplicate"
"Real 375","a","overlap","__dup_D8FYZV_3","__union_72",NA,1,22.3799999999992,31,"unrelated","duplicate-union"
"Real 375","a","overlap","RYP77M","__union_71",NA,1,30.0600000000004,31,"own-union","individual-union"
"Real 375","a","overlap","__union_71","WDUGSA",NA,1,30.0600000000004,31,"own-union","union-individual"
"Real 375","a","overlap","WDUGSA","__union_76",NA,1,29.8799999999992,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_76","D0Z114",NA,1,30,31,"unrelated","union-individual"
"Real 375","a","overlap","D0Z114","__union_67",NA,1,0,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_79","__dup_RYP77M_1",NA,1,2.23999999999978,31,"unrelated","union-duplicate"
"Real 375","a","overlap","XEE9GT","__union_77",NA,1,0.0600000000004002,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_83","JB7EW2",NA,1,0.119999999999891,31,"unrelated","union-individual"
"Real 375","a","overlap","79QBRD","__union_99",NA,1,30,31,"unrelated","individual-union"
"Real 375","a","overlap","CEA455","__union_92",NA,1,29.8800000000001,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_78","__dup_E2D59U_1",NA,1,17,31,"unrelated","union-duplicate"
"Real 375","a","overlap","__dup_E2D59U_1","__dup_P87V3K_1",NA,1,27,50,"unrelated","duplicate-duplicate"
"Real 375","a","overlap","__union_96","BYWXJB",NA,1,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_88","__dup_CMJQGU_1",NA,1,0.119999999999891,31,"unrelated","union-duplicate"
"Real 375","a","overlap","__union_93","KNIBZ7",NA,1,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_L31S6S_4","__union_86",NA,1,28.8800000000001,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__union_86","37FSQA",NA,1,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_70","__dup_RYP77M_4",NA,1,17.119999999999,31,"unrelated","union-duplicate"
"Real 375","a","overlap","__union_87","__dup_RYP77M_2",NA,1,2.11999999999898,31,"unrelated","union-duplicate"
"Real 375","a","overlap","__union_100","__union_73",NA,1,2.05999999999949,12,"union-union","union-union"
"Real 375","a","overlap","__union_100","M0YNUR",NA,1,30,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_73","M0YNUR",NA,1,27.9400000000005,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_L31S6S_5","__dup_1X40V5_2",NA,1,4.1200000000008,50,"unrelated","duplicate-duplicate"
"Real 375","a","overlap","8LWCAD","__union_66",NA,1,15,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_2","__union_6",NA,0,0,12,"union-union","union-union"
"Real 375","a","overlap","__union_4","__union_5",NA,0,0,12,"union-union","union-union"
"Real 375","a","overlap","__union_17","RXPJPP",NA,0,28.8799999999999,31,"unrelated","union-individual"
"Real 375","a","overlap","P87V3K","__union_47",NA,0,0.119999999999891,31,"own-union","individual-union"
"Real 375","a","overlap","P87V3K","__dup_L31S6S_3",NA,0,0.239999999999782,50,"mates","individual-duplicate"
"Real 375","a","overlap","__union_47","__dup_L31S6S_3",NA,0,0.119999999999891,31,"own-union","union-duplicate"
"Real 375","a","overlap","UCXEK5","__union_39",NA,0,0.0599999999999454,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_14","7NBKWE",NA,0,0.120000000000118,31,"unrelated","union-individual"
"Real 375","a","overlap","UTU9S7","__union_36",NA,0,11,31,"unrelated","individual-union"
"Real 375","a","overlap","EZ97J5","__dup_WDBGPF_2",NA,0,2,50,"unrelated","individual-duplicate"
"Real 375","a","overlap","8DKELJ","__union_29",NA,0,7.5,31,"own-union","individual-union"
"Real 375","a","overlap","8DKELJ","C6E1D9",NA,0,15,50,"mates","individual-individual"
"Real 375","a","overlap","__union_29","C6E1D9",NA,0,7.5,31,"own-union","union-individual"
"Real 375","a","overlap","__union_42","IYYFP6",NA,0,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_MY1AEU_1","__union_37",NA,0,28.8799999999997,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__union_37","G8EBU9",NA,0,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_BZ8K78_1","__union_40",NA,0,28.8799999999997,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__union_40","C1BAND",NA,0,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_QWUKUY_2","__union_8",NA,0,22.7600000000002,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__union_20","LVP52A",NA,0,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_QWUKUY_1","__union_24",NA,0,28.8799999999997,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__union_24","KWKJXQ",NA,0,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","1ZERVB","__union_10",NA,0,0,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_55","L31S6S",NA,0,28.9399999999996,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_54","BM40IX",NA,0,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","RD3WB2","__union_28",NA,0,0,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_27","DPUHBA",NA,0,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_L31S6S_2","__union_34",NA,0,28.8800000000001,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__union_34","L2I39Y",NA,0,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","0FKJ81","__union_32",NA,0,0,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_57","NPYENA",NA,0,28.9399999999996,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_49","__dup_5A6DFT_2",NA,0,30.1199999999999,31,"unrelated","union-duplicate"
"Real 375","a","overlap","5GQC24","__dup_I8ABQE_1",NA,0,0.119999999999891,50,"unrelated","individual-duplicate"
"Real 375","a","overlap","__union_53","__union_16",NA,0,0.0600000000004002,12,"union-union","union-union"
"Real 375","a","overlap","__union_53","QWUKUY",NA,0,10,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_16","QWUKUY",NA,0,9.9399999999996,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_WDBGPF_1","YCVRXE",NA,0,29.8800000000001,50,"unrelated","duplicate-individual"
"Real 375","a","overlap","D8FYZV","__union_45",NA,0,20.0000000000009,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_48","__union_50",NA,0,0.0600000000004002,12,"union-union","union-union"
"Real 375","a","overlap","__union_48","CMJQGU",NA,0,10,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_50","CMJQGU",NA,0,9.9399999999996,31,"unrelated","union-individual"
"Real 375","a","overlap","ULQFEZ","__dup_MY1AEU_2",NA,0,0.119999999999891,50,"unrelated","individual-duplicate"
"Real 375","a","overlap","TTE0Z7","__union_9",NA,0,0.0600000000004002,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_23","__union_46",NA,0,0,12,"union-union","union-union"
"Real 375","a","overlap","__union_23","WDBGPF",NA,0,0.119999999999891,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_46","WDBGPF",NA,0,0.119999999999891,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_35","C3V2V6",NA,0,28.880000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_PQX22G_2","__union_41",NA,0,28.8799999999992,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__union_41","ESZ6I3",NA,0,28.880000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_51","__dup_1X40V5_1",NA,0,2.11999999999898,31,"unrelated","union-duplicate"
"Real 375","a","overlap","RJHF0G","__dup_MY1AEU_3",NA,0,0.239999999999782,50,"unrelated","individual-duplicate"
"Real 375","a","overlap","RJHF0G","__union_44",NA,0,10,31,"own-union","individual-union"
"Real 375","a","overlap","RJHF0G","Y7IUMX",NA,0,19.9999999999982,50,"mates","individual-individual"
"Real 375","a","overlap","__dup_MY1AEU_3","__union_44",NA,0,9.76000000000022,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__dup_MY1AEU_3","Y7IUMX",NA,0,19.7599999999984,50,"unrelated","duplicate-individual"
"Real 375","a","overlap","__union_44","Y7IUMX",NA,0,9.99999999999818,31,"own-union","union-individual"
"Real 375","a","overlap","__union_25","UYZ1DD",NA,0,28.880000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_21","__dup_IP1TGT_1",NA,0,2.2400000000016,31,"unrelated","union-duplicate"
"Real 375","a","overlap","__union_103","QP1WMJ",NA,2,30,31,"own-union","union-individual"
"Real 375","a","overlap","__union_113","4U7JTW",NA,2,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","WCPXHD","__union_109",NA,2,22.5,31,"unrelated","individual-union"
"Real 375","a","overlap","GBGWZD","__union_121",NA,2,7.5,31,"unrelated","individual-union"
"Real 375","a","overlap","B6IDBA","__union_134",NA,2,22.5,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_135","YPHFHF",NA,2,15,31,"unrelated","union-individual"
"Real 375","a","overlap","YPHFHF","__union_107",NA,2,0,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_116","4CHDK1",NA,2,28.8800000000001,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_128","QL6GH4",NA,2,25,31,"unrelated","union-individual"
"Real 375","a","overlap","QL6GH4","__union_126",NA,2,10.0000000000009,31,"own-union","individual-union"
"Real 375","a","overlap","QL6GH4","3PD3U5",NA,2,20,50,"mates","individual-individual"
"Real 375","a","overlap","__union_126","3PD3U5",NA,2,9.99999999999909,31,"own-union","union-individual"
"Real 375","a","overlap","3PD3U5","__union_122",NA,2,30,31,"unrelated","individual-union"
"Real 375","a","overlap","DMI0QY","__union_124",NA,2,30,31,"unrelated","individual-union"
"Real 375","a","overlap","__dup_KCBMY9_1","__union_105",NA,2,14.8799999999992,31,"unrelated","duplicate-union"
"Real 375","a","overlap","P49ZD1","__union_156",NA,3,30.0600000000004,31,"own-union","individual-union"
"Real 375","a","overlap","__union_156","8THU85",NA,3,30.0599999999999,31,"own-union","union-individual"
"Real 375","a","overlap","__union_166","CSZ177",NA,3,7.5,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_153","KY4G8M",NA,3,28.9399999999996,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_139","__union_154",NA,3,7.5,12,"union-union","union-union"
"Real 375","a","overlap","9JC6RF","__union_144",NA,3,22.5,31,"unrelated","individual-union"
"Real 375","a","overlap","YJXSIZ","__dup_7U5NJD_2",NA,3,0.119999999999891,50,"unrelated","individual-duplicate"
"Real 375","a","overlap","YJXSIZ","__union_149",NA,3,15,31,"unrelated","individual-union"
"Real 375","a","overlap","__dup_7U5NJD_2","__union_149",NA,3,14.8800000000001,31,"unrelated","duplicate-union"
"Real 375","a","overlap","V1X2X3","__union_165",NA,3,0,31,"unrelated","individual-union"
"Real 375","a","overlap","3SG899","__union_146",NA,3,0,31,"unrelated","individual-union"
"Real 375","a","overlap","3SG899","__union_167",NA,3,30,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_142","PUEUBL",NA,3,30,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_151","__dup_M5DJVP_1",NA,3,1.11999999999898,31,"unrelated","union-duplicate"
"Real 375","a","overlap","665C2Y","__union_150",NA,3,30,31,"own-union","individual-union"
"Real 375","a","overlap","__union_150","__dup_KCBMY9_2",NA,3,30,31,"own-union","union-duplicate"
"Real 375","a","overlap","PHCADH","__union_181",NA,4,0,31,"unrelated","individual-union"
"Real 375","a","overlap","__dup_9C6NW8_3","__union_188",NA,4,7.38000000000011,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__union_182","667KL7",NA,4,7.5,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_176","__dup_M5DJVP_2",NA,4,7.6200000000008,31,"unrelated","union-duplicate"
"Real 375","a","overlap","__union_190","__union_196",NA,4,7.5,12,"union-union","union-union"
"Real 375","a","overlap","__union_186","SPHGC9",NA,4,15,31,"unrelated","union-individual"
"Real 375","a","overlap","8GSXTQ","__union_185",NA,4,15,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_173","P844CW",NA,4,15,31,"unrelated","union-individual"
"Real 375","a","overlap","9PDPW7","__union_174",NA,4,0,31,"unrelated","individual-union"
"Real 375","a","overlap","J4ZDIU","__union_193",NA,4,0,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_169","__union_178",NA,4,0,12,"union-union","union-union"
"Real 375","a","overlap","__union_169","4J6BKH",NA,4,30,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_178","4J6BKH",NA,4,30,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_ELGVC6_1","__union_191",NA,4,28.9399999999987,31,"unrelated","duplicate-union"
"Real 375","a","overlap","62PLX3","__dup_LUPGF8_3",NA,4,0.240000000001601,50,"unrelated","individual-duplicate"
"Real 375","a","overlap","__union_189","B2U6J7",NA,4,0.0600000000013097,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_206","NKNRU0",NA,5,22.5,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_9JC6RF_1","__union_200",NA,5,22.3799999999997,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__union_207","97D38B",NA,5,7.5,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_198","__union_210",NA,5,7.5,12,"union-union","union-union"
"Real 375","a","overlap","__union_203","__dup_81MJXH_1",NA,5,7.6200000000008,31,"unrelated","union-duplicate"
"Real 375","a","overlap","__union_211","7VEH10",NA,5,30,31,"unrelated","union-individual"
"Real 375","a","overlap","__union_201","7VEH10",NA,5,15,31,"unrelated","union-individual"
"Real 375","a","overlap","__dup_FIL6AB_3","__union_218",NA,5,20.2600000000002,31,"unrelated","duplicate-union"
"Real 375","a","overlap","__union_205","LT00CV",NA,5,7.5,31,"unrelated","union-individual"
"Real 375","a","overlap","GBLFXN","__union_209",NA,5,0,31,"unrelated","individual-union"
"Real 375","a","overlap","__union_223","__dup_7WQYLL_1",NA,6,2.24000000000024,31,"own-union","union-duplicate"
"Real 375","a","overlap","2EQ54B","__dup_LT00CV_1",NA,6,0.1200000000008,50,"unrelated","individual-duplicate"
"Real 375","b","outside-mate-span","__union_11","UYZ1DD","__dup_IP1TGT_1",0,-11.3843333333333,1.51866666666668,"genuine","anchor founder: TRUE"
"Real 375","b","outside-mate-span","__union_48","7U5H8G","__dup_6S4HCB_1",0,-13.7588333333333,1.51766666666666,"genuine","anchor founder: TRUE"
"Real 375","b","outside-mate-span","__union_49","6S4HCB","__dup_I8ABQE_1",0,-1.2505,1.001,"genuine","anchor founder: TRUE"
"Real 375","b","outside-mate-span","__union_65","8LKBV9","__dup_G8EBU9_1",1,1.75,0.25,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_67","SNHNX6","__dup_RYP77M_1",1,-1.75933333333333,1.51866666666666,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_70","0GDSV0","__dup_D1WP48_1",1,-19.3755,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_72","KUENM8","__dup_E2D59U_1",1,-12.3208333333333,1.51666666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_78","JR9GXD","__dup_RYP77M_2",1,-13.3838333333333,1.51766666666666,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_88","N2JRUE","__dup_RYP77M_3",1,-21.5088333333333,1.51766666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_90","1SIP4V","__dup_SLN0TF_1",1,0.9995,1.001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_92","IM1B5T","__dup_KUENM8_1",1,-2.25933333333333,2.01866666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_95","37FSQA","__dup_RYP77M_4",1,-12.3838333333333,1.51766666666666,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_97","KUENM8","__dup_P87V3K_1",1,-19.0583333333333,1.74166666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_99","D472PY","__dup_D1WP48_2",1,-2.37966666666666,1.25933333333333,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_101","BYWXJB","__dup_KUENM8_2",1,-3.888,1.776,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_105","D0CW4E","__dup_7U5NJD_1",2,-13.6255,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_106","GBGWZD","__dup_4U7JTW_1",2,-10.1963333333333,1.51766666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_108","I2G9D6","__dup_YPHFHF_1",2,-3.50933333333333,1.51866666666666,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_110","DKDP5B","__dup_BYWXJB_1",2,-10.0005,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_120","8FLD1J","__dup_CAN12C_1",2,16.6156666666667,1.51866666666666,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_122","WFGRY3","__dup_YPHFHF_2",2,-7.50933333333333,1.51866666666666,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_124","0B7XRI","__dup_LUPGF8_1",2,-5.75050000000001,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","off-centre","__union_125","FJIB3R","__dup_8LKBV9_1",2,-0.1255,1.001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_128","DWFFZL","__dup_1W4GNT_1",2,14.6161666666667,1.51766666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_136","DKMJ2Z","__dup_R4V1JU_1",2,-26.4468333333333,1.51866666666668,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_141","6WG3MZ","__dup_7U5NJD_2",3,1.9995,1.001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_142","45YQV5","__dup_M5DJVP_1",3,-3.12966666666666,0.759333333333325,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_144","SXWVRI","__dup_4U7JTW_2",3,-23.3213333333333,1.51766666666666,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_149","IRSC6X","__dup_RYP77M_5",3,-11.8755,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_154","PUEUBL","__dup_Q00PB1_1",3,-29.6875,1.5,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_157","BT0V1U","__dup_H16EC4_1",3,-7.75050000000001,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_159","HPGUPS","__dup_KUENM8_3",3,11.7495,1.001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_160","73Z6NI","__dup_SLN0TF_2",3,-12.0713333333333,1.51766666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_162","665C2Y","__dup_1Y8P15_1",3,-20.5041666666667,2.50833333333333,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_170","QQ24T8","__dup_JE4WD7_1",4,-25.813,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_173","667KL7","__dup_M5DJVP_2",4,16.6245,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_174","HV7LZ3","__dup_ELGVC6_1",4,-12.1296666666667,1.25933333333334,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_178","2HE8W4","__dup_LUPGF8_2",4,-11.5,1.5,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_180","HV7LZ3","__dup_LUPGF8_3",4,-9.50100000000001,2.00200000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_187","ZMMIM4","__dup_DKMJ2Z_1",4,8.3745,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_190","T5S3BR","__dup_YPHFHF_3",4,4.6245,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_193","E06FRB","__dup_LUPGF8_4",4,-8.12966666666668,1.25933333333334,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_194","PHCADH","__dup_L07M06_1",4,18.3125,1.5,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_197","NKNRU0","__dup_9JC6RF_1",5,5.9995,1.001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_200","KXZE07","__dup_SPHGC9_1",5,12.3031666666667,1.51866666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_201","23T5N2","__dup_8GSXTQ_1",5,7.6245,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_204","SBKELE","__dup_FIL6AB_1",5,-27.313,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_205","W37STC","__dup_FIL6AB_2",5,-31.3213333333333,1.51766666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_207","95XZY9","__dup_FIL6AB_3",5,-12.5718333333333,1.51866666666666,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_209","YY7782","__dup_ED5PDV_1",5,-18.2593333333333,1.51866666666668,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_210","4R7L88","__dup_F5M8IL_1",5,-14.063,1.001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_217","97D38B","__dup_81MJXH_1",5,13.1245,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_221","H6GMER","__dup_LT00CV_1",6,-14.2505,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","b","on-a-mate","__union_223","0HV868","__dup_7WQYLL_1",6,0.740666666666668,1.51866666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_224","J1SX9Q","__dup_7WQYLL_2",6,-6.69633333333334,1.51766666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_227","T8EB3B","__dup_8GSXTQ_2",6,12.812,1.001,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_233","E01N02","__dup_A7YLIQ_1",6,15.5536666666667,1.51766666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_236","WW4JIT","__dup_HH66K6_1",7,21.3661666666667,1.51766666666667,"genuine","anchor founder: FALSE"
"Real 375","b","outside-mate-span","__union_237","0IG0ZS","__dup_RK53PX_1",7,-8.7505,1.00100000000001,"genuine","anchor founder: FALSE"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","9A1LWF",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","Y7IUMX",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","PQX22G",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","5A6DFT",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","TTE0Z7",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","97Y192",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","TUILLQ",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","CBLNYE",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","B948B1",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","1X40V5",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","WDBGPF",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","C3V2V6",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","ESZ6I3",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","RJHF0G",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","8ZK9LV",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","3XP1ZD",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","28XSME",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","7U5H8G",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","HCY8QM",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","LWV138",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","R3BBV1",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","UYZ1DD",0,NA,NA,NA,"individual-duplicate-individual"
"Real 375","c","c-curved-chord","IP1TGT","__dup_IP1TGT_1","UUNQ4J",0,NA,NA,NA,"individual-duplicate-individual"
